name,city,state,chain,verdict,facility_type,confidence,reason,trophies,tss
Splash Car Wash,Jacksonville,AR,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly states 'touchless automatic wash.' Reviews confirm 'brushless drive wash' automatic bay; also offers self-serve hand wash option.","Little Rock, AR #3",82
Hurricane Carwash South,Carthage,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'high-pressure touch-free' automatic carwashes. Reviews confirm 'no touch' and 'touchless' bay options available alongside soft-touch. Mixed facility qualifies.","Joplin, MO #3",58
Super Wash,New Castle,IN,Super Wash,uncertain,touchless_automatic,0.65,"Description claims touchless automatic with high-pressure water/detergent, no brushes. One review mentions 'touchless wash' but notes malfunction (stopped mid-cycle). No brush/cloth contact reported.","Muncie, IN #3",
Splash Car Wash,Leominster,MA,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly offers touchless automatic alongside soft cloth. Multiple reviews confirm touchless/brushless option available. Mixed facility with both services.","Fitchburg, MA #2",85
Follow Charlie Car Wash,Ebensburg,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly describes touchless bay with high-pressure water & oscillating nozzles. Mixed facility (soft-touch + touchless). Reviews confirm no damage/scratches.","Johnstown, PA #3",
Gerber Car Wash,Kenosha,WI,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states two touchless automatic bays with no brushes/beaters. High-pressure nozzles, gantry overhead design. Multiple 5★ reviews confirm touchless operation.","Kenosha, WI #2",84
Sparkle Clean Car Wash,Laconia,NH,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touch Free' service. Multiple 5★ reviews confirm touchless/touch-free/no-touch automatic wash. Hybrid facility with self-serve bays also present.","Laconia, NH #2",90
Dolphin Express Car Wash,Cape Coral,FL,,confirmed_touchless,mixed_with_touchless,0.78,"Description explicitly claims touchless automatic. Multiple reviews confirm touchless/touch-free automatic bay exists. Mixed facility (self-serve + automatic touchless). Evidence supports touchless capability despite performance complaints.","Fort Myers, FL #2",63
Sabraton Sudz 2,Morgantown,WV,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly state 'touchless' wash. Description confirms touchless automatic at this location with pressure/undercarriage spray details.","Morgantown, WV #2",62
Crystal Clear Car Wash,Clifton,CO,,confirmed_touchless,touchless_automatic,0.98,"Description explicitly states high-pressure water jets, no physical contact. Multiple reviews confirm touchless/touch-free/no-touch operation. No brush/cloth evidence.","Grand Junction, CO #1",89
Hy-Vee Car Wash,Lincoln,NE,Hy-Vee,confirmed_touchless,touchless_automatic,0.92,"Listing describes high-pressure water jets, no physical contact automatic bay. Multiple reviews confirm touchless/brushless wash. Website omission noted but contradicted by listing description and consistent customer feedback.","Lincoln, NE #3",68
Laser Wash of Dunn,Dunn,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Laser Wash automatic confirmed via description (water+detergent, no brushes/cloth/foam) and reviews praising touchless/laser wash quality. Mixed facility includes self-serve bays.","Lillington, NC #1",63
Chaska Car Wash,Chaska,MN,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'New Touchless Automatic' and 'TouchFree'. Multiple reviews confirm touchless/touch-free automatic wash. Mixed facility with self-serve bays qualifies.","Minneapolis-St. Paul, MN #1",85
Laser Wash,Fresno,CA,,confirmed_touchless,touchless_automatic,0.98,"Name, description, and multiple reviews consistently confirm touchless automatic (laser/high-pressure water, no brushes/cloth). No contradictory evidence.","Fresno, CA #3",84
Xtreme Clean Auto Wash,Kalamazoo,MI,,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'fully touchless automated' and 'brushless operation'. Multiple reviews confirm touchless wash; one 1★ review claims damage but majority affirm touchless experience.","Kalamazoo, MI #1",83
Splash Car Wash llc,Holland,MI,Splash Car Wash,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly call it 'touchless wash' and 'brushless system.' Description confirms touchless automated experience. One review mentions foam brush option but primary system is touchless.","Grand Rapids, MI #1",86
Sully's Car Wash,Wallingford,CT,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'TOUCHLESS AUTOMATIC' and 'Touch Free Wash' with non-abrasive chemicals. Reviews confirm 2 touchless bays + self-serve bays. No brushes/bristles contact car.","Hartford, CT #2",68
Whale Wash Touchless Car Wash,Grants Pass,OR,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic + self-serve options. Reviews mention touchless/brushless system. One negative review reflects performance complaint, not equipment type.","Grants Pass, OR #2",68
Watermill Auto & Pet Wash - 1340 S 96th St, Louisville,Louisville,CO,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly mention 'contactless', 'no touch', 'laser wash', and 'touchless' systems. Automatic bay confirmed.","Longmont, CO #2",86
Kwik Trip,ONALASKA,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 PL is documented touchless laser equipment. Description explicitly states automatic touchless bay with no physical contact.","La Crosse, WI #2",
Express Car Wash,Frankfort,KY,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touch-Free Advantage' and 'hands-free wash.' Multiple reviews confirm touchless automatic bay. Mixed facility with self-serve wands also available.","Lexington, KY #3",78
Al's Super Wash | TOUCHLESS Car Wash | Fenton,Fenton,MI,Super Wash,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states touchless automated bays with no brushes/conveyor. Mixed facility (touchless automatic + self-serve bays). Customer reviews confirm touchless operation and scratch-free results.","Fenton, MI #2",85
Kimo's Tropical Car Wash,Reedley,CA,Kimo's Car Wash,confirmed_touchless,touchless_automatic,0.95,"Website explicitly confirms 'Touchless Laserwash', 'touch-free', 'no brushes or equipment touch your car'. Laser wash technology confirmed. Mixed reviews don't contradict touchless classification.","Fresno, CA #2",62
Touchless Automatic,Idaho Falls,ID,,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly describes automatic touchless bay using high-pressure water jets, no physical contact. Reviews confirm touchless operation; negative review addresses cleaning quality, not brush/contact presence.","Idaho Falls, ID #3",62
Sheetz Car Wash,Harrisburg,PA,Sheetz,confirmed_touchless,touchless_automatic,0.95,"High-pressure water/chemical gantry system, no brushes/cloth contact. Multiple reviews confirm brushless, touchless, no scratching.","Harrisburg, PA #2",82
KWIK TRIP #579,Fond du Lac,WI,Kwik Trip,uncertain,unknown,0.4,"Description claims touchless/brushless, but no review evidence provided to verify. Chain info insufficient.","Fond du Lac, WI #3",
Scotty's Car Wash,Henderson,NV,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm 'no touch' and 'touch less' options. High-pressure water system evident. Appears to offer both touchless automatic and additional services.","Las Vegas, NV #3",61
Sunwest Express Carwash,Fishers,IN,,confirmed_touchless,mixed_with_touchless,0.85,"Multiple reviews confirm automated touchless bay ('doesn't touch your car'). Mixed facility includes self-serve bays and manual wash, but touchless automatic clearly present.","Indianapolis, IN #2",73
West Market St. Car Wash,Greensboro,NC,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm touchless automatic bay. Description details high-pressure water+detergent, no brushes/cloth. DIY stalls also present.","Greensboro, NC #3; Winston-Salem, NC #3",85
Broadway Car Wash,Monona,WI,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless automatic bays. Customers reference 'touchless automatic carwashes,' 'no touch car wash,' and 'touchless side of automatic wash.' No brush/soft-touch complaints.","Madison, WI #3",69
Liberty Car Wash,Mansfield,OH,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms IQ Touch-Free and Typhoon Touch-Free systems (high-pressure water/chemicals, no contact). Multiple reviews explicitly praise touchless bay. Mixed facility with soft-touch option also available.","Mount Vernon, OH #3",59
Russell Touchless CAR wash,Russell,KY,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless wash using water pressure + detergent only, no brushes/cloth/foam curtains. Multiple reviews confirm 100% touchless operation.","Huntington, WV #1",68
Kwik Trip,LE MARS,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is verified touchless/laser system; high-pressure water+chemical, no brushes.","Le Mars, IA #1",
Stop Wash Go North Avenue,Grand Junction,CO,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states automatic touchless wash. Multiple reviews confirm no-touch/touchless operation. Customer explicitly avoided brushes. Self-serve bays also present.","Grand Junction, CO #2",84
Kwik Trip,MANKATO,MN,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"PDQ Laserwash 360 Plus confirmed touchless automatic. Reviews mention touch-free bay alongside soft-touch option. No brushes reported.","Mankato, MN #1",62
Follow Charlie Car Wash,Johnstown,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touchless automatic bay with zero-degree oscillating nozzles and auto height scanning. Hybrid facility with soft-touch option. Multiple reviews explicitly praise touchless/no-touch bay performance.","Johnstown, PA #1",66
Southside Carwash,Lincoln,NE,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly confirms RainMaker touchless automatic using high-pressure water (1200psi) without contact. Multiple reviews praise touchless wash quality. Self-serve bays present but touchless automatic is primary offering.","Lincoln, NE #1",68
Wash Me! Madison Avenue,Loveland,CO,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms high-tech automatic drive-through washers (touchless). Multiple reviews explicitly mention 'touchless' and 'brushless' automatic bays. Mixed facility with self-serve also present.","Greeley, CO #2",84
First Place Car Wash,Fort Worth,TX,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic option. Multiple 5★ reviews praise brushless/touchless wash. Mixed facility with soft-touch & hand-wash also available.","Fort Worth, TX #2",86
Swift Shine Car Wash,Blue Springs,MO,,confirmed_touchless,mixed_with_touchless,0.85,"Reviews confirm automatic touchless/brushless bay + self-serve option. One review mentions brush use, but multiple reviews explicitly praise touchless/brushless automatic service.","Kansas City, MO #3",76
Car Wash,Miami,FL,,confirmed_touchless,touchless_automatic,0.95,"Description & reviews explicitly confirm brushless, water-only automatic system. No brush/friction equipment mentioned. Strong customer consensus on touchless operation.","Miami, FL #1",82
Super Wash,Janesville,WI,Super Wash,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'touchfree automatic car wash'. Reviews confirm automatic brushless wash/dry bay. Mixed facility with self-serve + touchless automatic.","Janesville, WI #2",84
Chevron,Upper Lake,CA,Chevron,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly describes gantry-arm overhead high-pressure nozzles with no physical contact. Customer review confirms touchless operation without scratching.","Lakeport, CA #1",
Autowash @ Spring Creek Car Wash,Fort Collins,CO,Autowash,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 2 touchless automatic bays. Multiple reviews confirm touch-free/no-brush automatic wash. Mixed facility with self-serve bays also present.","Fort Collins, CO #3",83
Wright Way Car Wash,Durham,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic wash. Facility description and business statement explicitly state touchless automatic service. Self-serve bays are secondary amenities.","Graham, NC #3; Raleigh-Durham, NC #2",77
Laser Car Wash,Milford,IA,,confirmed_touchless,touchless_automatic,0.98,"PDQ Laserwash 360 system confirmed; overhead gantry with high-pressure nozzles; no physical contact; customer reviews explicitly confirm touchless/laser wash.","Milford, IA #1",82
Harper Auto Wash - Parkside,Knoxville,TN,,uncertain,unknown,0.45,"Reviews mention 'touchless' option & brush disable, but lack mechanical clarity. Mixed negative reviews suggest potential service inconsistency or detailing damage unrelated to automatic bay.","Knoxville, TN #1",78
Extreme Clean Touch Free Car Wash,Meredith,NH,,confirmed_touchless,touchless_automatic,0.95,"Name, description, and reviews all confirm touchless automatic gantry wash with overhead high-pressure nozzles; no brushes mentioned.","Laconia, NH #3",62
Car Wash in Downey,Downey,CA,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states touchless technology using high-powered water jets, no brushes. Multiple reviews confirm contactless/touch-free operation. No contradictory evidence present.","Los Angeles, CA #1",89
Petro Serve USA #201,Grand Forks,ND,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic bay present. Customer reviews consistently praise touchless service. Mixed facility (touchless + rollover + tunnel options).","Grand Forks, ND #2",85
Autowash @ JFK Pkwy Car Wash,Fort Collins,CO,Autowash,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states '3 Touchless Automatic Wash Bays' and 'Touchless Car Wash' title. Multiple reviews praise brushless/no-touch technology. One damage complaint likely isolated incident.","Fort Collins, CO #1",79
Decatur Autowash,North Las Vegas,NV,Autowash,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states 'Touchfree Auto Wash' service. Multiple reviews confirm touchless automatic bay exists alongside soft touch and self-serve options.","Las Vegas, NV #2",72
Exxon,Clayton,NC,,confirmed_touchless,touchless_automatic,0.85,"Description confirms brushless automated system. Customer review explicitly mentions touchfree laser wash.","Lillington, NC #2",
Kodak Car Wash,Sevierville,TN,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless/laser automatic bays. Description states 'touchless automatic wash options.' Mixed facility with self-serve bays also present.","Knoxville, TN #2",80
IDS Express Car Wash,Spring,TX,,confirmed_touchless,mixed_with_touchless,0.95,"Explicit 'Unlimited Diamond Touchless' membership tier + multiple 5★ reviews confirming touchless automatic option with conveyor technology. Mixed facility (offers brush option too).","Houston, TX #1",84
Red Carpet Car Wash,Fort Worth,TX,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states touchless system with no brushes/rags contacting vehicle. Customer reviews confirm high-pressure water wash with hand drying post-wash, no brush contact.","Fort Worth, TX #3",80
Shell,Portland,MI,Shell,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless with high-pressure nozzles, no brushes/cloth contact. Reviews confirm laser wash and touch-free operation.","Lansing, MI #2",80
Kwik Trip,WEST SALEM,WI,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"Description + reviews confirm touchless automatic bay with high-pressure water/detergent, no brushes. Also offers soft-touch option (mixed facility).","La Crosse, WI #1",84
O.C. Express Car Wash,Buena Park,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm automatic touchless/laser (high-pressure) bay. Also offers DIY wash. High-pressure water system, no brushes mentioned.","Los Angeles, CA #2",83
Evershine Car Wash,Greensboro,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly lists '24/7 Touchless In-Bay Wash' and 'Touchless Wash' packages. Multiple reviews confirm automated, no-touch, brushless options available. Mixed facility with both touchless and brush tunnel.","Greensboro, NC #2",82
Spot Free Car Wash,Culver City,CA,,confirmed_touchless,touchless_automatic,0.95,"Website & reviews explicitly confirm brushless touchless automatic with high-pressure soap/water & laser wash. No physical contact. One damage claim unsubstantiated vs. consistent touchless praise.","Los Angeles, CA #3",83
Al's Auto Spa,Lake Forest,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm automatic touchless bay. Mixed facility with self-serve bays. One damage complaint is outlier among 446 reviews.","Inland Empire, CA #1; Newport Beach, CA #2",91
Executive Car Wash,Eau Claire,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states touchless AND soft-touch bays. Multiple reviews confirm touch-free bay operates effectively. Mixed facility qualifies.","Green Bay, WI #1",87
Red wing Automatic Touchless Carwash,St Johns,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic bays with multiple wash programs (Basic, Deluxe, Ultimate). Reviews mention brushless wash and touchless wash functionality. Mixed facility with self-serve bays also available.","Lansing, MI #3",66
Clementine's Carwash,La Grange,KY,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'automatic touchless carwash' and '24/7 touchfree'. Multiple reviews confirm touchless/touch-free operation without brushes. No contradictory evidence.","Louisville, KY #2",86
Kwik Trip,North Mankato,MN,Kwik Trip,uncertain,unknown,0.3,"Description claims 'touchless brushless automated' but cut off mid-sentence; no review evidence; touchless_wash_types array empty.","Mankato, MN #3",
Frankfort Touchless Car Wash Open 24/7,Frankfort,IL,,uncertain,mixed_with_touchless,0.65,"Multiple reviews confirm touchless automatic bays exist and operate. However, one review claims 'it's not a touchless car wash' and another mentions self-serve damage, suggesting possible misuse or mixed service confusion.","Joliet, IL #3",75
Kwik Trip,La Crosse,WI,Kwik Trip,uncertain,unknown,0.4,"Description claims 'brushless touchless automated' but no review evidence provided to verify. Chain context needed.","Fond du Lac, WI #1",
Lil' Donnie Walker's Car Wash,Burlington,NC,,uncertain,unknown,0.35,"Reviews mention touchless/laser wash, but also mention brushes and soft wash. Website describes detailing/hand washing only. Conflicting evidence.","Graham, NC #1",72
12th Street Touchless Auto Wash,Le Mars,IA,,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly describes automatic touchless bay with gantry overhead nozzles, no physical contact. Review confirms brushless automatic wash operation.","Le Mars, IA #3",
Pro Clean Carwash, LLC,Kalispell,MT,,confirmed_touchless,touchless_automatic,0.92,"Website explicitly states 'brushless, touchless' with high-pressure water/chemicals, no contact. Multiple 5★ reviews confirm brushless/touchless operation. Two 1★ damage claims unrelated to brush contact; one 2★ mentions hand-towel drying issue, not wash system.","Kalispell, MT #3",73
Northdale,Grand Forks,ND,Northdale Oil,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless/touch-less automated wash. Brushless system described. Gas station + car wash amenity.","Grand Forks, ND #1",84
Power Market,Clearlake Oaks,CA,Power Market,confirmed_touchless,touchless_automatic,0.85,"Chain verification confirms Istobal touchless systems. Listing description explicitly states touchless automated wash without brushes or physical contact.","Lakeport, CA #3",
Whata Wash,Newark,NY,,uncertain,unknown,0.45,"Website claims laser/touchless wash, but recent reviews explicitly report brush damage. Conflicting evidence suggests possible equipment change or review authenticity issue.","Finger Lakes, NY #3",84
Super Wash,Bradley,IL,Super Wash,confirmed_touchless,mixed_with_touchless,0.98,"Description explicitly states automatic touchless bay with high-pressure nozzles, no physical contact. Reviews confirm brushless automatic & touchless options.","Joliet, IL #2",84
Safari Car Wash,Hendersonville,TN,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states '24/7 touchless automated car wash'. Multiple reviews confirm touchless operation ('touch less', 'touchless', 'brushless wash'). Mixed facility with self-serve bays also present.","Nashville, TN #3",67
Ben's ScratchFree CarWash Fort Worth,Fort Worth,TX,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 100% touchless, fully automatic, high-pressure jets with no brushes/contact. Multiple customer reviews confirm touchless operation and damage-free results.","Fort Worth, TX #1",93
Kwik Trip,MANKATO,MN,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"PDQ Laserwash 360 Plus is touchless automatic equipment. Review confirms touch-free option available alongside brush option.","Mankato, MN #2",
Rod's N Dog's Car Wash,Missoula,MT,,uncertain,unknown,0.45,"Reviews claim touchless/touch-free automatic, but website evidence absent. Negative review mentions brush use causing scratches—unclear if touchless bay exists alongside.","Missoula, MT #3",
BP Gas Station Laser Touchless Car Wash,Milwaukee,WI,BP,confirmed_touchless,touchless_automatic,0.95,"Listing & reviews consistently confirm automatic touchless bay. One negative review alleges scratching but overwhelmingly contradicted by multiple 5★ touchless confirmations.","Milwaukee, WI #2",93
Dr Spotless Car Wash,Kansas City,MO,,confirmed_touchless,mixed_with_touchless,0.98,"Multiple reviews confirm touchless automatic wash with no brushes. Mixed facility with self-serve bays also available.","Kansas City, MO #2",76
Royal T Carwash,Derry,NH,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly confirms 'TOUCH FREE' service. Multiple reviews praise automated touchless bays. Mixed facility with soft touch tunnel + touchless automatic + self-serve.","Haverhill, MA #3",72
Casco Bay Carwash,Freeport,ME,,uncertain,mixed_with_touchless,0.65,"Reviews confirm touchless bay exists; however, facility also operates soft-touch wash causing paint damage. Mixed facility with touchless present qualifies, but damage reports raise concerns.","Lewiston, ME #3; Portland, ME #2",79
North Country Car Wash,Gardiner,ME,,confirmed_touchless,mixed_with_touchless,0.95,"Description confirms brushless touchless automatic wash. Multiple reviews explicitly mention touchless/drive-thru automatic bay plus self-serve bays. Facility qualifies.","Lewiston, ME #2",78
American Wash,Four Oaks,NC,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states touchless automatic wash as primary service. Description confirms brushless automated washing. No contradictory evidence.","Lillington, NC #3",
Eagle Ave Laser Wash,Rock Valley,IA,,confirmed_touchless,mixed_with_touchless,0.95,"Laser wash system confirmed; touchless automatic bay explicitly mentioned in review. Mixed facility with self-serve bay also present.","Le Mars, IA #2",
Sudsy Car Wash,Rigby,ID,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless/brushless automatic bay. Mixed facility with self-serve bays + touchless automatic. No brush contact concerns mentioned.","Idaho Falls, ID #2",89
Ashebrooke Express Wash,Morgantown,WV,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automated car wash service.' Customer reviews confirm 'automatic touchless wash' and 'touch free touchless car wash.'","Morgantown, WV #3",
Auto Spa Car Wash,Fitchburg,WI,,uncertain,mixed_with_touchless,0.65,"Description claims touchless automatic bay; reviews mention both touchless and soft-touch options. Conflicting evidence: some reviewers report touchless success, others cite soft-touch/brush damage.","Madison, WI #2",56
Mobil,Ontario,CA,Mobil,uncertain,unknown,0.35,"Listing description claims touchless automatic, but on-file page content shows no car wash mention. Review keywords support touchless, but insufficient verified service details.","Inland Empire, CA #3",80
Kwik Trip,Hartland,WI,Kwik Trip,uncertain,unknown,0.35,"Description claims 'touchless' and 'brushless' but no review evidence provided to verify. Chain info needed.","Fond du Lac, WI #2",
Super Wash,Elwood,IN,Super Wash,confirmed_touchless,touchless_automatic,0.85,"Description explicitly states 'touchless (brushless) automated car wash'. Positive review confirms 'no touch wash'. No brush/soft-touch contradictions found.","Muncie, IN #2",
Zoom Car Wash,Salisbury,MD,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay, no physical contact. Multiple reviews confirm brushless/touch-less automatic wash operation.","Georgetown, DE #2",51
Kwik Trip,MARSHFIELD,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is documented touchless laser system. Description explicitly states touchless automatic with no physical contact.","Marshfield, WI #1",
Wave Car Wash II LLC,New Britain,CT,,confirmed_touchless,touchless_automatic,0.92,"Website explicitly states 'touchless' with zero-degree nozzles, no brushes/friction. Multiple reviews confirm touchless/contactless automatic wash. One review mentions foaming brush separately (optional add-on), not the main automatic.","Hartford, CT #3",68
AquaMax Carwash,Harrisburg,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touch-free automatic with overhead gantry & high-pressure nozzles. Multiple reviews verify automated touchless bay works correctly. No brush/friction mentions.","Harrisburg, PA #3",82
Gorilla Touchless Car Wash Pearland,Pearland,TX,Gorilla Car Wash,confirmed_touchless,touchless_automatic,0.95,"Facility explicitly branded 'Gorilla Touchless,' description confirms 100% touchless technology with zero brush contact and Safe On Surface Technology. Multiple positive reviews cite 'touchless' and 'touch free' experience.","Houston, TX #3",80
Shell,Carmel,CA,Shell,uncertain,unknown,0.4,"Description claims brushless touchless system, but no review evidence provided to verify. Chain context unclear.","Monterey, CA #2",
Rocket Wash Express,Chapel Hill,NC,,confirmed_touchless,mixed_with_touchless,0.85,"Multiple customer reviews explicitly mention touchless, laser wash, and brushless options. Website describes tunnel wash but reviews confirm touchless/brushless automatic bays present.","Graham, NC #2",73
DJ's Car Wash - Self Service & Automatic Touch Free or Soft Brush,Punta Gorda,FL,,confirmed_touchless,mixed_with_touchless,0.85,"Description confirms touchless automatic bay with water+detergent, no brushes/cloth. Multiple reviews verify touchless option exists. Mixed facility also has brush/self-serve bays.","Fort Myers, FL #1",78
Kwik Trip,MASON CITY,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states automatic touchless wash, water+detergent chemistry, no brushes/cloth. PDQ Laserwash 360 Plus is verified touchless equipment.","Mason City, IA #3",
Power Market,Grants Pass,OR,Power Market,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly states 'touchless, brushless automated car wash system' with 'no physical contact.' Clear automatic wash description.","Grants Pass, OR #3",
Kwik Trip,Lake Geneva,MI,Kwik Trip,confirmed_touchless,touchless_automatic,0.85,"Description explicitly states 'automatic touchless car washing — no brushes, no cloth.' Amenities list 'Touchless automatic wash.' No contradicting evidence.","Harvard, IL #3",
Xtreme Clean Auto Wash,Portage,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Facility explicitly offers both SoftTouch and Touchless automatic bays. Multiple reviews confirm touchless option present and functional. Qualifies as mixed.","Kalamazoo, MI #3",74
Krispy Klean Car Wash,Flint,MI,,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly states high-pressure water+detergents, no brushes/cloth. Multiple reviews confirm touchless bay exists. Mixed facility with self-serve bays also available.","Fenton, MI #3",67
Autobath Car Wash,Contoocook,NH,,confirmed_touchless,mixed_with_touchless,0.99,"Website explicitly confirms 2 state-of-the-art touchless automatic bays. Multiple reviews confirm brushless, no-touch, high-pressure technology. Self-serve also present.","Concord, NH #3",87
Kwik Trip,Lake Geneva,WI,Kwik Trip,uncertain,mixed_with_touchless,0.65,"Description claims touchless-only (water+detergent, no brushes). Review mentions BOTH touchless AND soft-touch options available, suggesting mixed facility. Conflicting evidence requires clarification.","Harvard, IL #2",
Boone Laser Wash,Boone,IA,,confirmed_touchless,mixed_with_touchless,0.98,"Website confirms 3 touchless automatic bays; reviews explicitly verify touchless/brushless/laser operation with undercarriage wash. Self-serve bays present but not primary.","Ames, IA #2",65
The Wash Zone,Ladson,SC,Royal Rinse Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic bay present. Mixed facility with self-serve bays, soft-touch, and touchless options.","Charleston, SC #2",58
Robo Car Wash,Jefferson City,MO,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm brushless/touchless automatic bay. Website mentions self-serve friction bays, but touchless automatic clearly present.","Columbia, MO #2",73
Splish Splash Touchless Car Wash,Chippewa Falls,WI,,uncertain,touchless_automatic,0.65,"Listing describes genuine touchless automatic (gantry, high-pressure nozzles). However, 1★ review reports scratches and 2★ claims it's 'not touchless anymore'—suggests equipment malfunction or change in operation.","Eau Claire, WI #2",65
Frog's Car Wash,Erie,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Automatic touchless bay confirmed: water+detergent chemistry, no brushes/cloth/foam curtains. Mixed facility (also has self-serve bays). Multiple reviews explicitly praise touchless operation.","Erie, PA #2",72
Market Street Car Wash-Corning,Corning,NY,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly identifies 'Laser Wash' technology at all locations. Customer reviews confirm laser wash (touchless automatic). No brush/cloth contact evidence.","Elmira-Corning, NY #3",47
Splash Car Wash,Colorado Springs,CO,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Description confirms fully touchless automated wash. Reviews explicitly praise touchless/brushless automatic bay. Self-serve bays also present but secondary.","Colorado Springs, CO #1",86
Splash-N-Dash Car Wash,Bentonville,AR,,uncertain,unknown,0.45,"Conflicting evidence: website lacks touchless language; reviews mention both 'brushless/touch-free' AND 'hog brushes' damage claim. Unclear which service dominates.","Fayetteville-Bentonville, AR #3",80
Car Wash,Superior,WI,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay using water pressure and detergent only—no brushes, cloth, or foam curtains. Multiple reviews confirm touch-free operation.","Duluth, MN #1",85
Dixie Laserwash - Car Wash,Asheboro,NC,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states '100% touchless,' 'zero brushes,' laser wash technology. Reviews consistently confirm automated touch-free wash bays operating 24/7.","Asheboro, NC #2",60
