touchless_signal,name,brand,address,city,state,zip,lat,lng,car_wash_type,automated,self_service,phone,website,opening_hours,osm_id
false,Glide Xpress Car Wash,,,,MS,,34.9632845,-89.9789308,,,,,,,way/1442127486
false,,,,,MS,,32.2319031,-90.1605221,,,,,,,way/1457524699
false,,,,,MS,,31.3504955,-89.2386185,,,,,,,way/1457892146
false,Mister Car Wash,Mister Car Wash,,,MS,,32.3603651,-90.1502386,,,,,,,way/1458152821
false,,,,,MS,,34.55895,-90.9091021,,,,,,,way/1460802520
false,,,,,MS,,34.559944,-90.9125628,,,,,,,way/1460802529
false,Leland Car Wash,,,,MS,,33.4068239,-90.8958798,,,,,,,way/1473410092
false,,,,,MS,,34.5386749,-90.6213612,,,,,,,way/1495919434
false,Crown Detailing,,,,MS,,34.8404883,-90.3291539,,,,,,,way/1499496079
false,Andover Post Office,,,,NH,,43.4371251,-71.8196242,,,,,,,node/357739365
false,,,,,NH,,42.8990773,-71.3322876,,,,,,,node/422288241
false,Always Clean,,,,NH,,42.7657511,-71.0985403,,yes,yes,,,,node/2089375463
false,Bristol Car Wash,,,,NH,,43.5943993,-71.7434373,,yes,no,,,,node/3400296602
false,Écolave Lave Auto / Ecolave Car Wash,,1160 Rue Main,Ayer's Cliff,NH,,45.1669157,-72.0394398,,,,,,,node/4387947662
false,,,,,NH,,44.496984,-71.5749179,,,,,,,node/4929747222
false,,,,,NH,,45.0227706,-72.0879845,,,,,,,node/7795741299
false,,,,Bradford,NH,05033,43.9799536,-72.1195362,,,,,,,node/7835511995
false,Revive Auto Detailing,,759 Portsmouth Avenue,Greenland,NH,03840,43.0353369,-70.8507483,,,,+1-603-395-7915,https://www.revivene.com,Mo-Fr 08:00-18:00; Sa 08:00-14:00,node/8146658271
false,Lave-Auto J.L.,,,,NH,,45.2748242,-72.1361574,,,yes,,,,node/9895421951
false,,,,,NH,,43.0538091,-70.811541,,,,,,,node/10666176930
false,Hometown Car Wash,,,,NH,,43.1483032,-71.0024634,,,,,,,node/12694929237
false,,,,,NH,,42.8185276,-71.4129464,,yes,no,,,,way/32246704
false,Soapy's Car Wash,,64 Derry Street,Hudson,NH,03051,42.7718895,-71.443649,,,,+1-603-595-7722,http://www.soapys.net/,24/7,way/32527330
false,Simoniz Car Wash,,204 Daniel Webster Highway,Nashua,NH,03060,42.7149979,-71.4419685,,,,+1-603-888-1050,https://www.cleancarfeeling.com/,08:00-18:00,way/53435341
false,Car Wash,,,,NH,,42.7331057,-71.4261956,,,,,,,way/56177055
false,,,,,NH,,43.0401624,-71.4711645,,,,,,,way/80907522
false,Presby Car Wash,,,,NH,,44.4969841,-71.5749104,,,,,,,way/135875369
false,,,,,NH,,43.0349928,-71.0689939,,,,,,,way/161608776
false,Shell,Shell,14 Nashua Road,Londonderry,NH,03053,42.8733277,-71.3378652,,,,,,,way/172999396
false,AL Prime Energy,,237 Central Avenue,Dover,NH,03820,43.1920714,-70.8725429,,,,,,,way/195507301
false,,,169 State Street,,NH,,42.7987081,-70.8747008,,,,,,,way/196729710
false,Haffner's,Haffner's,96 Pleasant Valley Street,Methuen,NH,01844,42.7436166,-71.153175,,,no,,,Mo-Sa 05:00-21:00; Su 07:00-21:00,way/214531918
false,Circle K,Circle K,,,NH,,42.7297631,-71.2106528,,,,,,,way/214549461
false,Prestige Car Wash,,10 Commerce Way,North Andover,NH,01845,42.7166045,-71.1149109,,no,no,,,Mo-Su 07:00-19:00,way/214841297
false,,,,,NH,,43.5631552,-71.447689,,,,,,,way/228408126
false,,,,,NH,,42.7699465,-71.4920049,,,,,,,way/229627957
false,Speedy Wash,,543 Amherst Street,Nashua,NH,03063,42.7968093,-71.5290106,,,,+1-603-886-7397,https://www.speedway.com/,,way/241060024
false,Circle T Car Wash,,2170 Candia Road,Manchester,NH,03109,43.0033604,-71.3941613,,,,,,,way/244672410
false,,,,,NH,,43.1301413,-70.7696287,,,,,,,way/244848181
false,,,,,NH,,43.6258849,-72.3215328,,,,,,,way/264809689
false,Lady Rich Express Car Wash,,,,NH,,43.62603,-72.3221505,,,,,,,way/264820631
false,,,,,NH,,43.0314647,-70.7878055,,,,,,,way/363178336
false,Quick N' Clean Car Wash,,82A Exeter Road,Newmarket,NH,03857,43.0693816,-70.9400481,,,yes,,https://pro-wash.com/locations/newmarket-location/,Mo-Su 08:00-22:00,way/379029163
false,,,175 Union Street,Littleton,NH,03561,44.3087451,-71.764673,,,,,,,way/396332342
false,Plaza Car Wash,,,,NH,,42.8667413,-71.9505429,,,,,,,way/397298133
false,,,,,NH,,45.1323155,-71.7987237,,yes,yes,,,,way/589535707
false,Mr. Bubbles Car Wash,,,,NH,,43.3153474,-70.9769967,,,,,,,way/593401027
false,,,,,NH,,44.1430661,-72.0302011,,yes,no,,,,way/633754034
false,"Wash, Wax and Wheels Car Wash",,2 Baldwin Street,,NH,,42.7292577,-71.2069255,,,,,,,way/651641061
false,,,,,NH,,44.0412468,-71.6723605,,,,,,,way/718460875
false,Golden Nozzle Car Wash,Golden Nozzle Car Wash,1439 Main Street,Sanford,NH,04073,43.4100235,-70.741179,,yes,,+1-207-850-1137,https://www.goldennozzlecarwash.com/,Mo-Sa 07:00-20:00; Su 08:00-20:00,way/724629370
false,Main Street Car Wash,,1099 Main Street,Sanford,NH,04073,43.4264818,-70.7662304,,yes,yes,+1-207-324-2344,http://www.sanfordcarwashcenters.com/,,way/725279477
false,Lebanon Street Car Wash,,78 Lebanon Street,Sanford,NH,04073,43.4390387,-70.7837427,,no,yes,,http://www.sanfordcarwashcenters.com/,,way/725279499
false,,,South Broadway,Salem,NH,,42.7747163,-71.2240171,,,yes,,,,way/739610994
false,Uno's Car Wash,,,,NH,,43.2176322,-71.5048882,,,,,,,way/739665120
false,,,,,NH,,45.2804261,-72.1860734,,,,,,,way/759190053
false,Circle T Car Wash Exeter,,108 Portsmouth Avenue,Exeter,NH,03833,42.9887104,-70.9338916,,,yes,+1-603-257-0214,,24/7,way/762330725
false,The Auto Spa Car Wash,,420 Route 1,Kittery,NH,03904,43.1197834,-70.7213502,,yes,yes,,http://www.theautospacarwash.com/index.html,24/7,way/795809601
false,,,,,NH,,42.7853054,-71.2323507,,,,,,,way/800037628
false,Circle K,Circle K,,,NH,,43.121348,-71.4424945,,,,,,,way/832964507
false,Golden Nozzle Car Wash,Golden Nozzle Car Wash,,,NH,,43.209277,-71.523817,,,,,,,way/834699568
false,Circle K,Circle K,,,NH,,43.028327,-71.4400665,,,,,,,way/838289606
false,,,,,NH,,43.6161123,-71.6373273,,,,,,,way/973269970
false,Britewash,,19 Ranger Drive,Kittery,NH,03904,43.1019345,-70.7490389,,,,,,,way/1008044607
false,,,160 Western Avenue,,NH,,44.4168278,-72.0226907,,,,,,,way/1032843954
false,Manchester Auto Wash,,47 Elm Street,Manchester,NH,03101,42.9758531,-71.4625442,,,,,http://www.manchesterautowash.com/,,way/1047196259
false,Epping Car Wash,,,,NH,,43.0392393,-71.065728,,yes,no,,,,way/1134185911
false,,,,Salem,NH,03079,42.7693065,-71.2293318,,,,,,,way/1158062626
false,,,,,NH,,42.9340509,-72.2960496,,yes,no,,,,way/1183811814
false,,,,,NH,,43.1783068,-70.9066496,,,,,,,way/1201723684
false,Lave Auto Langevin,,,,NH,,45.1237409,-71.7959787,,no,yes,,,,way/1211129645
false,Carbone Pristine Detailing,,,,NH,,42.9204302,-72.2750736,,,,,,,way/1315603664
false,Key Road Car Wash & Detail,,,,NH,,42.9256801,-72.2977166,,,,,,,way/1316717006
false,,,,,NH,,43.6601719,-71.5003569,,,,,,,way/1409361851
false,Plaza Car Wash,,,,NJ,,40.2102361,-74.7980727,,no,no,,,,node/111471294
false,Soft Cloth Car Wash,,,,NJ,,40.13134,-75.5338855,,,,,,,node/1130132360
false,Janson's Car Wash,,,,NJ,,40.1208002,-74.2592742,,yes,yes,,,11:00-05:00,node/1698208435
false,,,,,NJ,,40.0050933,-75.1085519,,,,,,,node/1712075050
false,Car Wash,,,,NJ,,40.8559199,-73.9824234,,,,,,,node/2023735557
false,,,,,NJ,,40.1357569,-74.9427123,,no,only,,,,node/2036525693
false,Self-Serve Car Wash,,South 4th Street,Phillipsburg,NJ,08865,40.6994628,-75.1696594,,,yes,,,,node/2400634085
false,,,,,NJ,,39.7374963,-75.0015393,,,,,,,node/2670585918
false,,,,,NJ,,40.6482579,-73.9054945,,,,,,,node/3118144415
false,Arthur Kill Car Wash Auto Detailing,,,,NJ,,40.5558344,-74.2127433,,,,,,,node/3639373966
false,Crown Car Wash,,,,NJ,,40.4166101,-74.1694168,,,,,,,node/3784724330
false,Country Sudser Car Wash,,,,NJ,,40.4094115,-74.1328298,,,,,,,node/3784837884
false,,,,,NJ,,40.7505373,-73.906311,,,,,,,node/4014860261
false,,,,,NJ,,39.4525234,-75.2147861,,,,,,,node/4348788606
false,,,,,NJ,,39.4876396,-75.0618255,,,,,,,node/4356701393
false,Bleecker Hand Car Wash,,1910 Bleecker Street,,NJ,,40.7072424,-73.9089535,,,,,,,node/5373469172
false,Willowbrook Car & Van Wash,,5 NJ-23,Wayne,NJ,07470,40.8881056,-74.2474561,,,,,,,node/5529010191
false,Auto Elite - Mobile Car Wash and Detail,,508 Paterson-Hamburg Turnpike,Wayne,NJ,07470,40.954165,-74.2113948,,,,,,,node/5603577093
false,,,,,NJ,,39.862654,-75.3489732,,,,,,,node/5691975366
false,Big Business Car Wash,,2201 Engle Street,Chester,NJ,19013,39.8396288,-75.3888475,,,,,,,node/5706893180
false,,,,,NJ,,40.426231,-75.3488569,,,,,,,node/5800085914
false,Star Brite Car Wash,,721 Route 113,Souderton,NJ,18964,40.3157878,-75.3093951,,yes,no,,https://starbritecw.com/,,node/5802735705
false,,,,,NJ,,40.9144341,-75.4453029,,,,,,,node/5912890543
false,,,,,NJ,,40.9764126,-75.4455387,,,,,,,node/5926977657
false,Empire Auto Spa,,760 Seneca Avenue,,NJ,,40.7020741,-73.9067087,,,,+1-718-593-1020,,Tu-Su 09:00-18:00,node/6139869575
false,Star of Bethlehem Car Wash & Laundry,,631 Long Street,Bethlehem,NJ,18018,40.6230335,-75.3777681,,,,,,,node/6345685674
false,Paradise Valley Car Wash,,6152 Paradise Valley Road,Cresco,NJ,18326,41.1272861,-75.3053336,,,,,,,node/6407905177
false,Wash 23,,,,NJ,,40.974968,-74.2906814,,,,,,,node/6532226317
false,,,,,NJ,,39.9149688,-75.2452022,,,,,,,node/6876115476
false,Union Blvd All American Car Wash,,649 Union Boulevard,Allentown,NJ,18109,40.6240999,-75.4498225,,,,,,,node/6909493856
false,Sunshine Car Wash,,436 Washington Street,Pennsburg,NJ,,40.3950837,-75.5016013,,,,,,,node/7329544115
false,,,,,NJ,,40.9188481,-73.8949073,,,,,,,node/7364515153
false,The Mobile Auto Salon,,811 East Main Street,Norristown,NJ,19401,40.1091547,-75.3289974,,,,,,,node/7392401554
false,automasseuse,,736 Paterson-Hamburg Turnpike,Pompton Lakes,NJ,07442,40.9931767,-74.2817306,,,,,,,node/7745609236
false,AJ's Lazer Wash,,1572 PA-507,Greentown,NJ,18426,41.3239693,-75.3059927,,,,,,,node/7813389771
false,,,,,NJ,,40.6655615,-75.4811499,,,,,,,node/8109566641
false,,,,,NJ,,40.7072555,-73.9508376,,,,,,,node/8232714839
false,,,,,NJ,,40.5277897,-74.2372366,,,,,,,node/8419209918
false,Blairstown Car Wash,,,,NJ,,40.9821704,-74.9584504,,yes,no,,,,node/8421465617
false,,,,,NJ,,40.8421416,-73.9230543,,,,,,,node/8575396952
false,Z Line car wash and oil change,,397 West Route 59,Monsey,NJ,10952,41.1078346,-74.0601534,,yes,no,,,,node/8788926752
false,PHL Detail,,515 shoemaker Road,King of Prussia,NJ,19406,40.0810264,-75.3582138,,,no,,,Mo-Fr 08:00-17:00,node/9199750747
false,,,,,NJ,,40.8594732,-73.9029273,,,,,,,node/10093316513
false,shammy shine,,89 West Main Street,Clinton,NJ,08809,40.6326987,-74.9185477,,yes,yes,,,Mo-Su 07:00-19:00,node/10580269888
false,Bay Wash,,16 Brighton 11th Street,Brooklyn,NJ,11235,40.5820565,-73.9564024,,no,no,+1 929-990-9000,,Mo-Su 09:00-21:00,node/10590328164
false,,,,,NJ,,41.3078071,-75.5193145,,,,,,,node/10617238939
false,Sky Auto Spa II,,,,NJ,,40.5365162,-74.1508638,,,,,,,node/10769247447
false,Hand Car Wash & Detail Center,,,,NJ,,40.5378496,-74.149475,,,,,,,node/10769247465
false,RJ Car Wash,,,,NJ,,40.042803,-74.9054558,,,,,,,node/11034943405
false,Rockland Auto Wash,,,,NJ,,41.1019881,-74.0259663,,,,,,,node/11148643138
false,Staten Island Hand Wash,,1725 Richmond Avenue,,NJ,10314,40.6065341,-74.1616932,,,,,,,node/11161929087
false,California Detailing,,,,NJ,,40.0258208,-75.2257378,,no,no,,,,node/11220871808
false,,,,,NJ,,40.0405456,-75.2250339,,,,,,,node/11225105218
false,Harleysville Car Wash,,355 Clemens Road,Harleysville,NJ,19438,40.2682242,-75.3769676,,yes,no,,,,node/11226276566
false,"Ritz Car Wash, Lube & Detailing Center",,234 Oregon Avenue,Philadelphia,NJ,,39.9141188,-75.1523727,,,,,,,node/11228277955
false,,,,,NJ,,40.1290062,-74.8832443,,,,,,,node/11383988105
false,,,,,NJ,,39.9544149,-74.1640341,,,,,,,node/11725446430
false,dba Travis Auto Spa Detail Center,,,,NJ,,40.59846,-74.1812353,,,,,,,node/11735005076
false,,,,,NJ,,40.7834827,-74.5861725,,,,,,,node/12185204296
false,,,,,NJ,,40.0085066,-74.1486098,,,,,,,node/12512936240
false,,,,,NJ,,40.0075268,-74.9740639,,,,,,,node/12513708795
false,Sparta Car Wash: Detail Center,,,,NJ,,41.0776566,-74.6614501,,no,no,,,,node/12599378535
false,Amboy Auto Spa Hand Car Wash,,,,NJ,,40.5650343,-74.1314275,,,,+1-718-667-9274,,,node/12699374391
false,Excellent Hand Car Wash,,,,NJ,,40.5861357,-74.1044732,,no,,,,,node/12964696472
false,Flawless Auto Bath,,,,NJ,,40.632784,-74.1375309,,,,,,,node/12988608471
false,Bruckner Car Wash,,281 Bruckner Boulevard,Bronx,NJ,10454,40.8053385,-73.9116218,,,,+1-718-269-7942,,,node/13016643289
false,3 Bros Auto Detailing,,,,NJ,,40.6325197,-74.1198457,,no,,,,,node/13023118454
false,,,,,NJ,,40.7247741,-74.175514,,,,,,,node/13150251653
false,Tommy's Express Car Wash,,656 North Dupont Highway,,NJ,19901,39.1785598,-75.5277787,,,,,https://tommys-express.com/,Mo-Su 07:00-20:00,node/13368297801
false,Coastal Car Wash,,1117 South Dupont Highway,,NJ,19901,39.1434652,-75.5171375,,,,+13028833554,http://www.coastalcarwash.com/,Mo-Fr 08:00-17:30; Sa 08:00-17:00; Su 08:00-16:00,node/13501783701
false,,,,,NJ,,39.9530281,-75.2580885,,,,,,,node/13529396133
false,Urban Auto Spa,,785 Route 17,Ramsey,NJ,07446,41.0627637,-74.1264858,,,,,,,way/46133160
false,Metuchen Car Wash,,,,NJ,,40.5443453,-74.3703241,,yes,no,,,,way/204440469
false,Grand Car Wash,,,,NJ,,40.5972359,-73.9495467,,yes,yes,,,,way/224659974
false,Riverdale Car Wash,,,,NJ,,40.9844713,-74.3025945,,,,,,,way/239247988
false,Giant Car Wash,,,,NJ,,40.6408729,-73.9696818,,yes,yes,,,24/7,way/241848810
false,Oakley's Car Wash,,25 Neptune Avenue,Brooklyn,NJ,11235,40.5832525,-73.9555446,,yes,yes,+1 718-646-8783,,08:00-23:00,way/248554487
false,Car Care Center,,2948 86th Street,Brooklyn,NJ,11223,40.5902187,-73.9753979,,yes,no,,,,way/248835020
false,,,,,NJ,,40.5904072,-73.9751082,,no,no,,,,way/248835152
false,BK Wash & Repair Center,,862 4th Avenue,,NJ,11232,40.6570582,-74.0019909,,,,+1-347-889-6369,https://bkwashrepair.com,Mo-Sa 08:00-19:00; Su 08:00-18:00,way/249606367
false,Sunset Car Wash,,4013 4th Avenue,,NJ,11232,40.6514858,-74.0067673,,,,+1-718-437-7593,https://sunset-car-care.business.site,,way/249606954
false,Brooklyn's Famous Car Wash,,10 Caton Avenue,,NJ,11218,40.6469638,-73.9810132,,,,,,,way/249615282
false,Utica Car Wash,,863 Midwood Street,,NJ,11203,40.6616058,-73.931913,,,,,,,way/250161562
false,M&M Car Wash & Lube,,505 Flatbush Avenue,,NJ,11225,40.6621338,-73.9612318,,yes,no,,,24/7,way/250230611
false,,,,,NJ,,40.6816976,-74.4462525,,,,,,,way/256498778
false,,,,,NJ,,39.8303102,-75.1252578,,,,,,,way/260797546
false,Capi's Hand Wash,,4470 Easton Avenue,Bethlehem,NJ,18020,40.6657413,-75.3078757,,,,,,,way/262965032
false,Platinum Car Wash,,360 19th Street,,NJ,11215,40.6593636,-73.9877235,,,,,,,way/264336130
false,,,,,NJ,,39.9374785,-75.0890299,,,,,,,way/265626539
false,,,,,NJ,,39.9382374,-75.0906293,,,,,,,way/265630270
false,Willowbrook Car Wash & Detail Center,,1 River Lawn Drive,Wayne,NJ,07470,40.8880531,-74.247426,,,,,,,way/274201778
false,Bloomingdale Self-Serve Car Wash,,,,NJ,,41.0030479,-74.3310969,,,,,,,way/275765457
false,,,,,NJ,,40.8312277,-74.7097404,,,,,,,way/303801695
false,Sansone Auto Mall Car Wash,,,,NJ,,40.593512,-74.2716384,,,,,,,way/337119786
false,Kwik Way Full Service Car Wash,,2133 West Union Boulevard,Bethlehem,NJ,18018,40.6263174,-75.4182287,,,,,,,way/348450239
false,Zippy's Car Wash,,,,NJ,,40.6664794,-75.3020106,,,,,,,way/350451690
false,Rudy's Soft Cloth Car Wash,,811 Stefko Boulevard,Bethlehem,NJ,18017,40.624569,-75.3612201,,,,,,,way/350933122
false,Rudy's Car Wash,,811 Stefko Boulevard,Bethlehem,NJ,18017,40.6250339,-75.3610507,,,,,,,way/350933124
false,Classic Car Wash,,1926 Stefko Boulevard,Bethlehem,NJ,18017,40.6405891,-75.3470055,,,,,,,way/350933132
false,Car Wash,,,,NJ,,40.5087841,-75.3863726,,,,,,,way/351727020
false,,,,,NJ,,40.5551472,-74.438992,,,,,,,way/351917075
false,,,,,NJ,,39.9460212,-75.0918116,,,,,,,way/364604022
false,Shammy Shine,,1501,,NJ,,40.673488,-75.137469,,,,,,,way/373259908
false,Boonton Express Car Wash,,,,NJ,,40.9063929,-74.4000726,,yes,no,,,,way/387887901
false,Ogontz Car Wash,,7900 Ogontz Avenue,Philadelphia,NJ,19150,40.0727518,-75.158453,,,,+1 215-424-2322,,,way/391307332
false,,,,,NJ,,40.7245781,-74.1754716,,,,,,,way/416701954
false,Promenade Car Wash,,987 State Route 73,Evesham,NJ,08053,39.8589494,-74.9227216,,,,,https://www.thepromenadecarwash.com/,,way/436035017
false,,,1400 South Broad Street,Philadelphia,NJ,,39.9327672,-75.168358,,,,,,,way/441010082
false,Hogwash Car Wash,,,,NJ,,40.8650898,-74.4030378,,yes,no,,,,way/451991609
false,,,,,NJ,,40.8534884,-74.122739,,,,,,,way/454410309
false,Marchese Chevrolet,,1018 United States Route 9W,Fort Montgomery,NJ,10922,41.3366509,-73.9813982,,,,,,,way/459098359
false,,,,,NJ,,40.2279405,-74.6625566,,yes,no,,,,way/489541674
false,,,,,NJ,,40.0559657,-74.1427932,,yes,no,,,,way/510530588
false,,,,,NJ,,39.9270236,-75.0518067,,,,,,,way/533169574
false,Valet Auto Wash & Express Lube,,,,NJ,,40.1961902,-74.642812,,,,,,,way/539706447
false,,,,,NJ,,39.3593839,-74.4370644,,,,,,,way/539891144
false,,,,,NJ,,39.9930741,-75.155219,,,,,,,way/545719923
false,,,,,NJ,,40.7580904,-74.0421656,,,,,,,way/558275522
false,,,1012 South Black Horse Pike,Blackwood,NJ,08012,39.7883282,-75.0580691,,,,,,,way/564407216
false,,,,,NJ,,39.9430868,-74.9715685,,,,,,,way/564779121
false,Victory Lane,,1715 Foulk Road,Wilmington,NJ,19803,39.8081445,-75.5157854,,,,,https://www.victorylanecarwash.net/1715-foulk-road-wilmington-de-19803,Mo-Sa 07:00-19:00; Su 08:00-18:00,way/584066353
false,611 Car Wash and Detailing Center,,,,NJ,,40.1264214,-75.1167287,,,,,,,way/586127570
false,Reflections Car Wash,,415 Greentree Road,Sewell,NJ,08080,39.7496862,-75.0771912,,,,,,,way/588222864
false,,,Orlando Drive,Raritan,NJ,08869,40.5664798,-74.6255397,,,,,,,way/589523218
false,,,,,NJ,,39.9126519,-75.0996967,,,,,,,way/608001775
false,Exxon,,,,NJ,,40.4744199,-74.4886285,,,,,,,way/611341950
false,Shinetime Auto Wash,,3054 PA 611,Tannersville,NJ,18372,41.0258872,-75.2996457,,,,,,,way/614307765
false,,,1814 PA 611,Mount Pocono,NJ,18344,41.1001076,-75.3345343,,,,,,,way/616791649
false,,,,,NJ,,40.0950254,-75.016154,,,,,,,way/620510941
false,,,,,NJ,,39.3994584,-74.5559387,,,,,,,way/625640209
false,,,55 Maple Avenue,Florida,NJ,10921,41.3354484,-74.360318,,,,,,24/7,way/628328018
false,,,,,NJ,,39.9826951,-74.7877994,,,,,,,way/638026920
false,,,,,NJ,,40.0105412,-74.8010635,,,,,,,way/639161162
false,,,,,NJ,,39.823348,-74.9759478,,,,,,,way/642760723
false,Duck In Car Wash,,215 Aerenson Drive,Milford,NJ,19963,38.9280135,-75.4302272,,,,,,,way/681243016
false,Village Car Wash,,,,NJ,,40.283985,-73.9884491,,,,,,,way/712011971
false,,,876 US Highway 206,Hillsborough,NJ,08844,40.4765105,-74.65691,,,,,,,way/731109861
false,,,,,NJ,,40.5808732,-74.621392,,,,,,,way/739592585
false,Westfall Car Wash,,115 Westfall Town Drive,Matamoras,NJ,18336,41.3537255,-74.7200825,,,yes,,,24/7,way/745386752
false,Park View Car Wash,,22 North Broadway,Pennsville,NJ,08070,39.6561713,-75.5190214,,yes,,,,,way/746000232
false,,,,,NJ,,40.5690779,-74.5660994,,yes,,,,,way/775412488
false,,,,,NJ,,39.1255336,-75.4785428,,,,,,,way/802084719
false,Speeder Car Wash,,,,NJ,,40.9478651,-74.1391321,,,,,,,way/827713124
false,,,,,NJ,,39.8722104,-75.386521,,,,,,,way/839424269
false,,,,,NJ,,41.0026129,-75.1471789,,,,,,,way/848968652
false,,,128 Fries Mill Road,Blackwood,NJ,08012,39.7440905,-75.0459505,,,,,,,way/875267769
false,Hollywood Car Wash,,484 Coney Island Avenue,,NJ,11218,40.645801,-73.9712655,,,,,,24/7,way/894002619
false,,,,,NJ,,40.0061395,-74.2139999,,,,,,,way/902019720
false,Car Wash & Beyond,,,,NJ,,39.9982586,-74.212865,,yes,no,,,,way/914037980
false,Exit Clean Car Wash,,,,NJ,,39.4539532,-75.2138731,,no,only,,,24/7,way/914482285
false,,,,,NJ,,39.9713977,-74.2378622,,yes,no,,,,way/942691234
false,,,,,NJ,,39.9630429,-75.254864,,,,,,,way/948275572
false,Lukoil,,,,NJ,,40.1284943,-74.2747862,,yes,no,,,,way/950202324
false,,,,,NJ,,39.9749054,-74.2432248,,no,no,,,,way/966282501
false,,,,,NJ,,40.1299761,-74.7060168,,,,,,,way/970731648
false,Finish Line Car Wash,,,,NJ,,40.8117054,-74.3858802,,,,,,,way/973460940
false,Livingston Circle Car Wash,,,,NJ,,40.7954043,-74.3409542,,,,,https://livingstoncarwashnj.com/,,way/973968263
false,Automated Hand Car Wash,,1119 Atlantic Avenue,,NJ,11216,40.6793,-73.9540144,,,,+1-718-622-7429,,,way/974811085
false,Monmouth Junction Car Wash,,,,NJ,,40.4081254,-74.5437555,,,,,,,way/975787019
false,BRB Car Wash,,,,NJ,,40.4039437,-74.5484379,,,,,,,way/975787030
false,,,,,NJ,,39.866354,-74.8075481,,,,,,,way/988980443
false,,,,,NJ,,39.4261133,-74.5922699,,,,,,,way/989157058
false,Four Seasons Car Wash,,449 Lower York Road,New Hope,NJ,18938,40.3587047,-74.9771629,,,,,,,way/992351883
false,Blue Wave Auto Spa,,,,NJ,,40.4226856,-74.18937,,yes,yes,,,,way/993225335
false,Raritan Car Wash,,497 Raritan Street,Sayreville,NJ,08872,40.4799021,-74.2976748,,,,,,Mo-Su 08:00-18:00,way/1002180175
false,Premier Car Wash,,17 East Willow Street,Millburn,NJ,07041,40.7175558,-74.3063729,,,,,,Mo-Sa 08:00-17:00; Su 08:00-16:00,way/1017291276
false,Bernardsville Car Wash,,,,NJ,,40.7187955,-74.5710413,,,,,,,way/1023971415
false,Pete's Express Car Wash,,500 West Lancaster Avenue,Strafford,NJ,19087,40.0442791,-75.4012709,,,,,,,way/1032353979
false,,,,,NJ,,40.2618823,-74.5484986,,,,,,,way/1033964342
false,,,,,NJ,,40.7019746,-75.2870658,,,,,,,way/1035348492
false,Blue Tide Express,,1246 North Broad Street,Lansdale,NJ,19446,40.2521965,-75.2738764,,yes,no,+1 215-692-8910,https://bluetide-express.com/,Mo-Sa 07:00-19:00; Su 08:00-17:00,way/1037790701
false,Hotwash,,2069 28th Street Southwest,Allentown,NJ,18103,40.5627769,-75.4838361,,,,+16103512119,https://hotwashinc.com/,,way/1063771424
false,Auto Reflections - Car Detailing Service,,60 Oceanport Avenue,Little Silver,NJ,07739,40.325041,-74.0383049,,,,+1-908-692-3522,https://autoreflectionsdetail.com/,,way/1069015758
false,,,133 South 1st Street,Bangor,NJ,18013,40.8652146,-75.2061724,,,,,,,way/1081972167
false,,,,,NJ,,39.1172646,-75.5165495,,,,,,,way/1087807268
false,Quality Car Care,,189 Bloomfield Avenue,Verona,NJ,07044,40.8256544,-74.2345454,,yes,,,https://qualitycarcareverona.com/,,way/1094619856
false,,,,,NJ,,40.8995513,-75.1151836,,,,,,,way/1128716095
false,,,,,NJ,,41.307804,-75.5193052,,,,,,,way/1139096356
false,,,5110 City Avenue,Philadelphia,NJ,,39.9980918,-75.2323492,,yes,no,,,,way/1154025649
false,Auto Spa,,,,NJ,,39.7343993,-75.3191239,,yes,,,,,way/1157422733
false,,,,,NJ,,40.4340063,-75.353044,,,,,,,way/1159431613
false,,,,,NJ,,40.0477437,-74.2213251,,,,,,,way/1184121597
false,,,,,NJ,,40.4092563,-74.1327583,,,,,,,way/1185083609
false,Lube N' Wash,,,,NJ,,40.337862,-74.072354,,,,,,,way/1186236427
false,,,,,NJ,,40.7001259,-74.2134525,,,,,,,way/1187705060
false,,,,,NJ,,40.0638207,-74.8758664,,,,,,,way/1188939282
false,Wall Car Wash,,,,NJ,,40.1709807,-74.0445926,,,yes,,,,way/1189431245
false,Five Points Car Wash,,133 Delsea Drive,Sewell,NJ,08080,39.7814079,-75.1031621,,,,,,,way/1204927389
false,,,,,NJ,,40.2056834,-74.7140885,,,,,,,way/1225086110
false,,,,,NJ,,40.7231844,-74.2179943,,,,,,,way/1230224755
false,,,,,NJ,,40.7145866,-74.2317073,,,,,,,way/1251279686
false,,,7554 City Avenue,Philadelphia,NJ,,39.9792937,-75.2706262,,,,,,,way/1270885379
false,Wave Car Wash,,245 Wilmington West Chester Pike,Chadds Ford,NJ,19317,39.851956,-75.5390973,,yes,no,+1 610-296-3200,https://www.wave-carwash.com/,Mo-Sa 07:00-19:00; Su 08:00-19:00,way/1302398934
false,KleenKar Car Wash,,585 South Delsea Drive,Clayton,NJ,08312,39.6478897,-75.0882913,,,yes,,,,way/1302519198
false,,,,,NJ,,41.3051375,-74.1483228,,,,,,,way/1320425073
false,,,,,NJ,,40.583844,-74.485256,,,,,,,way/1350970320
false,Rudy's Car Wash,,1224 South 4th Street,Allentown,NJ,18103,40.5893411,-75.4603871,,,,,,,way/1355445850
false,Kearny Auto Spa Car Wash & Oil Change,,946 Passaic Avenue,Kearny,NJ,07032,40.7853029,-74.145945,,,,,,,way/1356667073
